,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
121,Stalag 17,1953,Not Rated,10 Aug 1953,120 min,"Comedy, Drama, War",Billy Wilder,"Billy Wilder (written for the screen by), Edwin Blum (written for the screen by), Donald Bevan (based on the play by), Edmund Trzcinski (based on the play by)","William Holden, Don Taylor, Otto Preminger, Robert Strauss","When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.","English, German, Russian",USA,Won 1 Oscar. Another 1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNDMyNGU0NjUtNTIxMC00ZmU2LWE0ZGItZTdkNGVlODI2ZDcyL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,8.0,"50,402",tt0046359,movie,N/A,N/A,Paramount Pictures,N/A,True,,
122,The Country Girl,1954,Unrated,17 May 1955,104 min,"Drama, Music",George Seaton,"Clifford Odets (play), George Seaton (written for the screen by)","Bing Crosby, Grace Kelly, William Holden, Anthony Ross","A director hires an alcoholic has-been and strikes up a stormy relationship with the actor's wife, who he believes is the cause of all the man's problems.",English,USA,Won 2 Oscars. Another 5 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTdjODFiZTItOGRkMS00YzNkLWJhNzMtMzBmZTQzMmNmYTJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,7.3,"5,323",tt0046874,movie,N/A,N/A,Paramount,N/A,True,,
123,The High and the Mighty,1954,Not Rated,03 Jul 1954,147 min,"Action, Adventure, Drama, Thriller",William A. Wellman,"Ernest K. Gann (screenplay), Ernest K. Gann (novel)","John Wayne, Claire Trevor, Laraine Day, Robert Stack","When a commercial airliner develops engine problems on a trans-Pacific flight and the pilot loses his nerve, it is up to the washed-up co-pilot Dan Roman to bring the plane in safely.",English,USA,Won 1 Oscar. Another 2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMDJkZjIyMTgtYjdlOC00MDY2LTg5MzQtNzc4MmFmMzJjNjRiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,6.8,"5,284",tt0047086,movie,N/A,N/A,Warner Brothers/Seven Arts,N/A,True,,
124,On the Waterfront,1954,Approved,22 Jun 1954,108 min,"Crime, Drama, Thriller",Elia Kazan,"Budd Schulberg (screenplay), Budd Schulberg (based upon an original story by), Malcolm Johnson (suggested by articles by)","Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger",An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,English,USA,Won 8 Oscars. Another 21 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,8.1,"139,256",tt0047296,movie,N/A,N/A,Columbia Pictures Corporation,N/A,True,,
125,Rear Window,1954,PG,01 Sep 1954,112 min,"Mystery, Thriller",Alfred Hitchcock,"John Michael Hayes (screenplay), Cornell Woolrich (based on the short story by)","James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,English,USA,Nominated for 4 Oscars. Another 6 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BYjJkZGVjMDMtMzNmZS00NDQ3LWE1YWEtMDlmYjExMTA4MGFkXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",100,8.4,"433,781",tt0047396,movie,N/A,N/A,"Paramount Pictures, Patron Inc.",N/A,True,,
126,Sabrina,1954,Passed,15 Oct 1954,113 min,"Comedy, Drama, Romance",Billy Wilder,"Billy Wilder (written for the screen by), Samuel A. Taylor (written for the screen by), Ernest Lehman (written for the screen by), Samuel A. Taylor (from the play by)","Humphrey Bogart, Audrey Hepburn, William Holden, Walter Hampden","A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.","English, French",USA,Won 1 Oscar. Another 5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BYmFlNTA1NWItODQxNC00YjFmLWE3ZWYtMzg3YTkwYmMxMjY2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.7,"58,114",tt0047437,movie,N/A,N/A,Paramount Pictures,N/A,True,,
127,Bad Day at Black Rock,1955,Passed,13 Feb 1955,81 min,"Crime, Drama, Mystery, Thriller, Western",John Sturges,"Millard Kaufman (screen play), Don McGuire (adaptation), Howard Breslin (based on a story by)","Spencer Tracy, Robert Ryan, Anne Francis, Dean Jagger","A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",English,USA,Nominated for 3 Oscars. Another 4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYmYzNDcyNmEtNGJhMS00M2Y2LTgxYTEtMzM3NjljNDEyOGFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.7,"18,784",tt0047849,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True,,
128,East of Eden,1955,PG,10 Apr 1955,118 min,Drama,Elia Kazan,"John Steinbeck (novel), Paul Osborn (screen play)","Julie Harris, James Dean, Raymond Massey, Burl Ives",A wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.,English,USA,Won 1 Oscar. Another 12 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNTYzNjI3MWUtZjg3Yi00ZDBkLWIwM2YtYmUyZGZjN2RiZjI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.9,"39,298",tt0048028,movie,N/A,N/A,Warner Brothers,N/A,True,,
129,Marty,1955,Not Rated,10 Jun 1955,90 min,"Drama, Romance",Delbert Mann,"Paddy Chayefsky (story), Paddy Chayefsky (screenplay)","Ernest Borgnine, Betsy Blair, Esther Minciotti, Augusta Ciolli",A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,English,USA,Won 4 Oscars. Another 15 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMDhjZjAzZTktMTY0MC00ZTVhLWE4NDQtZjIyN2JiYjZlMjU0XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}]",N/A,7.7,"20,694",tt0048356,movie,N/A,N/A,United Artists,N/A,True,,
130,Picnic,1955,Approved,01 Dec 1955,115 min,"Drama, Romance",Joshua Logan,"Daniel Taradash (screen play by), William Inge (based upon play ""Picnic"" by)","William Holden, Kim Novak, Betty Field, Susan Strasberg",Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.,English,USA,Won 2 Oscars. Another 3 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BY2YxNjI5OWMtYjhmOS00ODBjLThiOTYtMTdiMjJmNzRmNzNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,7.1,"7,769",tt0048491,movie,N/A,N/A,Columbia Pictures Corporation,N/A,True,,
131,Summertime,1955,Not Rated,07 Nov 1955,100 min,"Romance, Drama",David Lean,"Arthur Laurents (based on the original play ""The Time of the Cuckoo""), H.E. Bates (screenplay), David Lean (screenplay)","Katharine Hepburn, Rossano Brazzi, Isa Miranda, Darren McGavin","A lonely American woman unexpectedly finds romance in Venice, Italy.","English, Italian","UK, USA",Nominated for 2 Oscars. Another 2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZTdmMTRjNTMtYmUzMy00YmE5LWI1ZDYtNGEyYTRkOTIwMTk1XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,7.1,"7,458",tt0048673,movie,N/A,N/A,N/A,N/A,True,,
132,Around the World in 80 Days,2004,PG,16 Jun 2004,120 min,"Action, Adventure, Comedy, Family, Western",Frank Coraci,"Jules Verne (novel), David N. Titcher (screenplay), David Benullo (screenplay), David Andrew Goldstein (screenplay)","Jackie Chan, Steve Coogan, Cécile de France, Robert Fyfe","To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.","English, Cantonese, French, German, Hindi, Turkish","USA, Germany, Ireland, UK",2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.9,"83,685",tt0327437,movie,N/A,N/A,"Walden Media, Walt Disney Pictures, Spanknyce Films",N/A,True,,
133,Friendly Persuasion,1956,Passed,25 Nov 1956,137 min,"Drama, Romance, War, Western",William Wyler,"Jessamyn West (book), Michael Wilson (screenplay)","Gary Cooper, Dorothy McGuire, Anthony Perkins, Richard Eyer",The pacifist attitude of a Quaker family is tested as a result of the American Civil War.,English,USA,Nominated for 6 Oscars. Another 5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNDZhYjVhMDYtYTFhMy00YmExLWJhZDAtZjMxNDZkNGQ1MDg0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,7.4,"6,056",tt0049233,movie,N/A,N/A,Allied Artists Pictures Corporation,N/A,True,,
134,Giant,1956,G,24 Nov 1956,201 min,"Drama, Western",George Stevens,"Edna Ferber (from the novel by), Fred Guiol (screen play), Ivan Moffat (screen play)","Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,"English, Spanish",USA,Won 1 Oscar. Another 6 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BODk3YjdjZTItOGVhYi00Mjc2LTgzMDAtMThmYTVkNTBlMWVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.6,"33,452",tt0049261,movie,N/A,N/A,Warner Brothers/Seven Arts,N/A,True,,
135,The King and I,1956,G,29 Jun 1956,133 min,"Biography, Drama, Musical, Romance",Walter Lang,"Ernest Lehman (screenplay), Oscar Hammerstein II (book), Margaret Landon (from their musical play based on Anna and the King of Siam by)","Deborah Kerr, Yul Brynner, Rita Moreno, Martin Benson",A widow accepts a job as a live-in governess to the King of Siam's children.,"English, Thai",USA,Won 5 Oscars. Another 5 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.4,"23,487",tt0049408,movie,N/A,N/A,20th Century Fox,N/A,True,,
136,War and Peace,1956,PG,21 Aug 1956,208 min,"Drama, Romance, War",King Vidor,"Leo Tolstoy (based on the novel by), Bridget Boland (adaptation), Robert Westerby (adaptation), King Vidor (adaptation), Mario Camerini (adaptation), Ennio De Concini (adaptation), Ivo Perilli (adaptation)","Audrey Hepburn, Henry Fonda, Mel Ferrer, Vittorio Gassman",Napoleon's (Herbert Lom's) tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,"English, Italian, Russian","USA, Italy",Nominated for 3 Oscars. Another 5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNmJjOThlYTYtYzFlZC00NjI1LWFhNzItYmIzNzk5NDZkZmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,6.8,"8,881",tt0049934,movie,N/A,N/A,Dino de Laurentiis Corp.,N/A,True,,
137,The Bridge on the River Kwai,1957,PG,14 Dec 1957,161 min,"Adventure, Drama, War",David Lean,"Pierre Boulle (novel), Carl Foreman (screenplay), Michael Wilson (screenplay)","William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.","English, Japanese, Thai","UK, USA",Won 7 Oscars. Another 23 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMGVhNjhjODktODgxYS00MDdhLTlkZjktYTkyNzQxMTU0ZDYxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,8.1,"199,073",tt0050212,movie,N/A,N/A,"Columbia Pictures, Horizon Films",N/A,True,,
138,Peyton Place,1957,Approved,03 Mar 1958,157 min,"Drama, Romance",Mark Robson,"John Michael Hayes (screenplay), Grace Metalious (from the novel by)","Lana Turner, Lee Philips, Lloyd Nolan, Arthur Kennedy",A peaceful New England town hides secrets and scandals.,English,USA,Nominated for 9 Oscars. Another 2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BNDI2MTljOWMtNGI1Yi00NWNlLTk1NTktMDFlYjUxMmY5OGY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",N/A,7.2,"5,247",tt0050839,movie,N/A,N/A,Twentieth Century Fox,N/A,True,,
139,Sayonara,1957,Not Rated,20 Dec 1957,147 min,"Drama, Romance",Joshua Logan,"Paul Osborn (screen play), James A. Michener (based on the novel by)","Marlon Brando, Patricia Owens, James Garner, Martha Scott",A US Air Force major in Kobe confronts his own opposition to marriages between American servicemen and Japanese women when he falls for a beautiful performer.,"English, Japanese",USA,Won 4 Oscars. Another 4 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BYjY5OTRhYTAtZmM5Ni00NjU5LWI3OWEtYzBlMWJkOTMyNTFiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.1,"5,909",tt0050933,movie,N/A,N/A,Pennebaker Productions,N/A,True,,
140,12 Angry Men,1957,Approved,10 Apr 1957,96 min,"Crime, Drama",Sidney Lumet,"Reginald Rose (story), Reginald Rose (screenplay)","Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall",A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,English,USA,Nominated for 3 Oscars. Another 17 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.9,"670,386",tt0050083,movie,N/A,N/A,Orion-Nova Pictures,N/A,True,,
141,Witness for the Prosecution,1957,Approved,06 Feb 1958,116 min,"Crime, Drama, Mystery, Thriller",Billy Wilder,"Agatha Christie (in Agatha Christie's international stage success), Billy Wilder (screen play), Harry Kurnitz (screen play), Lawrence B. Marcus (adaptation)","Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"English, German",USA,Nominated for 6 Oscars. Another 4 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.4,"104,978",tt0051201,movie,N/A,N/A,United Artists,N/A,True,,
142,Cat on a Hot Tin Roof,1958,Not Rated,29 Aug 1958,108 min,Drama,Richard Brooks,"Richard Brooks (screenplay), James Poe (screenplay), Tennessee Williams (play)","Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson","Brick Pollitt (Paul Newman), an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie (Dame Elizabeth Taylor). His reunion with his father, Big Daddy (Burl Ives), who is dying of cancer, jogs a host of memories and revelations for both father and son.",English,USA,Nominated for 6 Oscars. Another 3 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,8.0,"44,201",tt0051459,movie,N/A,N/A,N/A,N/A,True,,
143,The Defiant Ones,1958,Approved,27 Sep 1958,96 min,"Crime, Drama",Stanley Kramer,"Nedrick Young, Harold Jacob Smith","Tony Curtis, Sidney Poitier, Theodore Bikel, Charles McGraw","Two escaped convicts chained together, white and black, must learn to get along in order to elude capture.",English,USA,Won 2 Oscars. Another 12 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BYTNjNTU1Y2MtZGM2MS00MGFjLWIzYjUtOTM2YmIzYTk1MDI2XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.6,"13,232",tt0051525,movie,N/A,N/A,Stanley Kramer Company,N/A,True,,
144,Gigi,1958,G,25 Jun 1958,115 min,"Comedy, Musical, Romance","Vincente Minnelli, Charles Walters","Alan Jay Lerner (screen play), Colette (based on the novella by)","Leslie Caron, Maurice Chevalier, Louis Jourdan, Hermione Gingold","Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship, but it may not stay platonic for long.","English, French",USA,Won 9 Oscars. Another 12 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMWIzNzlkMWUtY2VhYy00NWMwLTg3MWUtZWY4ODZjMjBiMmM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,6.7,"19,244",tt0051658,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True,,
145,I Want to Live!,1958,Approved,03 Dec 1958,120 min,"Biography, Crime, Drama, Film-Noir",Robert Wise,"Nelson Gidding (screenplay), Don Mankiewicz (screenplay), Ed Montgomery (newspaper articles), Barbara Graham (letters)","Susan Hayward, Simon Oakland, Virginia Vincent, Theodore Bikel","A prostitute, sentenced to death for murder, pleads her innocence.",English,USA,Won 1 Oscar. Another 5 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2MzMwNzgzNF5BMl5BanBnXkFtZTcwOTk2MTI0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.4,"5,623",tt0051758,movie,N/A,N/A,Figaro Films,N/A,True,,
146,The Inn of the Sixth Happiness,1958,Approved,19 Dec 1958,158 min,"Biography, Drama, War",Mark Robson,"Isobel Lennart (screenplay), Alan Burgess (novel)","Ingrid Bergman, Curd Jürgens, Robert Donat, Michael David",A tenacious British woman becomes a missionary and runs an inn for travelling merchants in China during the Japanese invasion and the tumultuous years leading up to the Second World War.,"English, Japanese, Mandarin, Russian, Cantonese",USA,Nominated for 1 Oscar. Another 3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNWNiOWRmN2YtN2M4MC00NzYzLWJmM2ItNTk2ZDYxMWY1Y2YwXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.3,"4,477",tt0051776,movie,N/A,N/A,Twentieth Century Fox,N/A,True,,
147,Ben-Hur,1959,G,18 Nov 1959,212 min,"Adventure, Drama, History",William Wyler,"Lew Wallace (novel), Karl Tunberg (screenplay)","Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd","After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",English,USA,Won 11 Oscars. Another 18 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,8.1,"215,648",tt0052618,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True,,
148,The Diary of Anne Frank,1959,Approved,17 Apr 1959,180 min,"Biography, Drama, Family, History, War",George Stevens,"Frances Goodrich (screenplay), Albert Hackett (screenplay), Frances Goodrich (from the play by), Albert Hackett (from the play by), Anne Frank (based on the book ""Anne Frank: The Diary of a Young Girl"" by)","Millie Perkins, Joseph Schildkraut, Shelley Winters, Richard Beymer","During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.","English, German",USA,Won 3 Oscars. Another 7 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BZWZkOThjMjQtNGRlOS00YWNlLWFhNDEtYjlmMmIxMDZmN2U2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.4,"11,786",tt0052738,movie,N/A,N/A,Twentieth Century Fox,N/A,True,,
149,The Nun's Story,1959,Not Rated,18 Jul 1959,149 min,Drama,Fred Zinnemann,"Robert Anderson (screenplay), Kathryn Hulme (book)","Audrey Hepburn, Peter Finch, Edith Evans, Peggy Ashcroft","After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II.",English,USA,Nominated for 8 Oscars. Another 11 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BZGZhODllYWQtNDg3Yi00ZGQ0LTk3ZGEtOWJlZDVkZTNhYTBmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.6,"9,166",tt0053131,movie,N/A,N/A,Warner Bros.,N/A,True,,
150,Room at the Top,1959,Not Rated,22 Jan 1959,115 min,"Drama, Romance",Jack Clayton,"Neil Paterson (screenplay), John Braine (adapted from the novel by)","Simone Signoret, Laurence Harvey, Heather Sears, Donald Wolfit","An ambitious young accountant plots to wed a wealthy factory owner's daughter, despite falling in love with a married older woman.","French, English",UK,Won 2 Oscars. Another 8 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNzQ3NDNkZTMtYzJlMC00MzRjLTk5ZGEtYzI2OTZmNTQ4NmUzXkEyXkFqcGdeQXVyMTAwMjAxOTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.5,"5,137",tt0053226,movie,N/A,N/A,Remus,N/A,True,,
151,Some Like It Hot,1959,Passed,19 Mar 1959,121 min,"Comedy, Music, Romance",Billy Wilder,"Billy Wilder (screenplay), I.A.L. Diamond (screenplay), Robert Thoeren (suggested by a story by), Michael Logan (suggested by a story by)","Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",English,USA,Won 1 Oscar. Another 14 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",98,8.2,"238,934",tt0053291,movie,N/A,N/A,"United Artists, Ashton Productions, Mirisch Company",N/A,True,,
