,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
79,True,,The Ray Milland Show,1953–1955,N/A,17 Sep 1953,30 min,Comedy,N/A,"Joe Connelly, Bob Mosher","Ray Milland, Phyllis Avery",Originally Ray McNutley is an English professor at an all girls school where every female swoons for him except for the Dean. Luckily he has an understanding wife Peggy. By the second year ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWMzNjQ5ZjAtMmRmMi00Mzc1LThkYWEtMWNkYThiYmU4OTY3XkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,27,tt0045414,series,,,,,2
80,True,,A Conversation with Gregory Peck,1999,N/A,N/A,97 min,"Documentary, Biography",Barbara Kopple,N/A,"Gregory Peck, Cecilia Peck, Veronique Peck, Colleen Sheehy",Famed and beloved actor Gregory Peck candidly delves into conversation and reflection about his on-screen roles and off-screen life.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjcyYzkzYjItOTQzOS00MGZhLWIwZWMtZDAzZDk5MDM4M2MzXkEyXkFqcGdeQXVyMTA2MTMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,98,tt6999106,movie,N/A,N/A,N/A,N/A,
81,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
82,True,,Fredric March Presents Tales from Dickens,1958–,N/A,N/A,30 min,Drama,N/A,N/A,"Fredric March, Robert Arditti",N/A,English,UK,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,10,tt0166463,series,,,,,N/A
83,True,,The Laurence Olivier Awards 1997,1997,N/A,N/A,N/A,N/A,Geoff Miles,N/A,"Clive Anderson, Eileen Atkins, Frances Barber, Stephen Boxer",N/A,English,UK,N/A,"https://m.media-amazon.com/images/M/MV5BMTg0ODU4MTQ3Ml5BMl5BanBnXkFtZTcwMzg0MzMwMg@@._V1_SY264_CR108,0,180,264_.jpg","[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,14,tt1792632,movie,N/A,N/A,N/A,N/A,
84,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
85,True,,A Conversation with Gregory Peck,1999,N/A,N/A,97 min,"Documentary, Biography",Barbara Kopple,N/A,"Gregory Peck, Cecilia Peck, Veronique Peck, Colleen Sheehy",Famed and beloved actor Gregory Peck candidly delves into conversation and reflection about his on-screen roles and off-screen life.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjcyYzkzYjItOTQzOS00MGZhLWIwZWMtZDAzZDk5MDM4M2MzXkEyXkFqcGdeQXVyMTA2MTMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,98,tt6999106,movie,N/A,N/A,N/A,N/A,
86,True,,"James Stewart, Robert Mitchum: The Two Faces of America",2017,N/A,09 Nov 2017,80 min,"Documentary, Biography",Gregory Monro,Gregory Monro,"Trina Mitchum, Kelly Stewart, Judy Stewart, Victoria Tennant","With his naïve air, his rangy and reassuring silhouette, the first one symbolizes success, someone who everybody wants to look like. When they shared the poster of the 'Big sleep' in 1978, ...",English,"France, USA",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,214,tt7025294,movie,N/A,N/A,N/A,N/A,
87,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
88,True,,John Garfield,2002,N/A,03 Jun 2003,10 min,"Documentary, Short",Mark Rappaport,Mark Rappaport,N/A,N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,19,tt2083233,movie,N/A,N/A,N/A,N/A,
89,True,,A Conversation with Gregory Peck,1999,N/A,N/A,97 min,"Documentary, Biography",Barbara Kopple,N/A,"Gregory Peck, Cecilia Peck, Veronique Peck, Colleen Sheehy",Famed and beloved actor Gregory Peck candidly delves into conversation and reflection about his on-screen roles and off-screen life.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjcyYzkzYjItOTQzOS00MGZhLWIwZWMtZDAzZDk5MDM4M2MzXkEyXkFqcGdeQXVyMTA2MTMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,98,tt6999106,movie,N/A,N/A,N/A,N/A,
90,True,,William Powell: A True Gentleman,2005,N/A,02 Aug 2005,31 min,"Short, Biography",N/A,N/A,"Rudy Behlmer, Carole Lombard, Myrna Loy, Leonard Maltin",A biography on the life of William Powell narrated by Michael York.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjU1NmQ5MmEtMWQ4ZC00MjdiLTllN2YtZTliZjJkNTRjOTJkXkEyXkFqcGdeQXVyMzU1OTUzMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,43,tt1641843,movie,N/A,N/A,N/A,N/A,
91,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
92,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
93,True,,Montgomery Clift,1983,N/A,N/A,122 min,"Documentary, Biography",Claudio Masenza,Claudio Masenza,"Judy Balaban, Patricia Bosworth, Brooks Clift, Montgomery Clift","The tragic life of method actor Montgomery Clift. a very talented but deeply troubled star addicted to alcohol and drugs, is recounted by friends and co-workers.",English,Italy,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,48,tt0085958,movie,N/A,N/A,N/A,N/A,
94,True,,Dan Dailey: Song and Dance Man,2007,N/A,13 Nov 2007,N/A,"Documentary, Short",Lisa Van Eyssen,Lisa Van Eyssen,Larry Billman,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1343910,movie,N/A,N/A,N/A,N/A,
95,True,,The Laurence Olivier Awards 1997,1997,N/A,N/A,N/A,N/A,Geoff Miles,N/A,"Clive Anderson, Eileen Atkins, Frances Barber, Stephen Boxer",N/A,English,UK,N/A,"https://m.media-amazon.com/images/M/MV5BMTg0ODU4MTQ3Ml5BMl5BanBnXkFtZTcwMzg0MzMwMg@@._V1_SY264_CR108,0,180,264_.jpg","[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,14,tt1792632,movie,N/A,N/A,N/A,N/A,
96,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
97,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
98,True,,AFI Life Achievement Award: A Tribute to Kirk Douglas,1991,N/A,23 May 1991,N/A,Documentary,N/A,N/A,"Lauren Bacall, Dana Carvey, Tom Cruise, Danny DeVito",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,112,tt0268609,movie,N/A,N/A,N/A,N/A,
99,True,,A Conversation with Gregory Peck,1999,N/A,N/A,97 min,"Documentary, Biography",Barbara Kopple,N/A,"Gregory Peck, Cecilia Peck, Veronique Peck, Colleen Sheehy",Famed and beloved actor Gregory Peck candidly delves into conversation and reflection about his on-screen roles and off-screen life.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjcyYzkzYjItOTQzOS00MGZhLWIwZWMtZDAzZDk5MDM4M2MzXkEyXkFqcGdeQXVyMTA2MTMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,98,tt6999106,movie,N/A,N/A,N/A,N/A,
100,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
101,True,,Je t'aime John Wayne,2000,N/A,13 Jul 2001,10 min,Short,Toby MacDonald,Luke Ponte,"Kris Marshall, Camilla Rutherford, Laura Lumley, Mark Rex","Belmonde lives in 1990's London as an iconic, cool Frenchman modeled on the new wave cinema of the 1960's. Really he is English and middle class - a fact that his family won't let him forget!","English, French",UK,Nominated for 1 BAFTA Film Award. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BYTVkMjY1NzUtY2E3Ni00YWM2LWFhM2EtNTBlZTAzNTY0NzY1XkEyXkFqcGdeQXVyNjE4MDMwMjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,784,tt0277050,movie,N/A,N/A,N/A,N/A,
102,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
103,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
104,True,,William Holden: The Golden Boy,1989,N/A,N/A,59 min,Documentary,Gene Feldman,Gene Feldman,"Blake Edwards, Glenn Ford, Scott Holden, Sidney Lumet","It was said of him that in more than seventy films, he never once gave a bad performance.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzc0OGNlMWItODFkNC00NjIyLWJhN2QtNmIyODg3MWQ0NTM1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,25,tt5397218,movie,N/A,N/A,N/A,N/A,
105,True,,"James Stewart, Robert Mitchum: The Two Faces of America",2017,N/A,09 Nov 2017,80 min,"Documentary, Biography",Gregory Monro,Gregory Monro,"Trina Mitchum, Kelly Stewart, Judy Stewart, Victoria Tennant","With his naïve air, his rangy and reassuring silhouette, the first one symbolizes success, someone who everybody wants to look like. When they shared the poster of the 'Big sleep' in 1978, ...",English,"France, USA",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,214,tt7025294,movie,N/A,N/A,N/A,N/A,
106,True,,The Spencer Tracy Legacy: A Tribute by Katharine Hepburn,1986,Not Rated,01 Mar 1986,87 min,Documentary,David Heeley,John Miller,"Joan Bennett, Angela Lansbury, Elizabeth Taylor, Richard Widmark",Spencer Tracy and Katherine Hepburn formed one of the greatest couples of Hollywood's Golden Era -- both on screen and off.,English,USA,Won 2 Primetime Emmys. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4MTg3NTkzNl5BMl5BanBnXkFtZTgwODAyNTkwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,205,tt0091994,movie,12 Oct 2004,N/A,MGM/UA Home Entertainment,N/A,
107,True,,Becoming Attractions: The Trailers of Humphrey Bogart,2000,N/A,15 Feb 2000,45 min,Documentary,Tony Barbon,"Charlie Coates, Dena Krupinsky, Robert Osborne","Robert Osborne, Humphrey Bogart","Robert Osbourne hosts this television special, in which many trailers for Humphrey Bogart's films are presented here to show how he established himself in Hollywood. Trailers featured are ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTNkOWQ4NGYtMDEwZi00ZGQwLTlkODUtZWM4NjU0N2QxMzJjXkEyXkFqcGdeQXVyMjkxODI3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,82,tt0423855,movie,N/A,N/A,N/A,N/A,
108,True,,Marlon Brando,2004,N/A,N/A,13 min,Short,"Arturo Fernández, Ignacio Fernández","Arturo Fernández, Ignacio Fernández","Enrique Alcides, Paul Gibert, Paul Gilbert, Álvaro Lobo",N/A,Spanish,Spain,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,18,tt0472860,movie,N/A,N/A,N/A,N/A,
109,True,,Montgomery Clift,1983,N/A,N/A,122 min,"Documentary, Biography",Claudio Masenza,Claudio Masenza,"Judy Balaban, Patricia Bosworth, Brooks Clift, Montgomery Clift","The tragic life of method actor Montgomery Clift. a very talented but deeply troubled star addicted to alcohol and drugs, is recounted by friends and co-workers.",English,Italy,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,48,tt0085958,movie,N/A,N/A,N/A,N/A,
110,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
111,True,,Fredric March Presents Tales from Dickens,1958–,N/A,N/A,30 min,Drama,N/A,N/A,"Fredric March, Robert Arditti",N/A,English,UK,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,10,tt0166463,series,,,,,N/A
112,True,,Marlon Brando,2004,N/A,N/A,13 min,Short,"Arturo Fernández, Ignacio Fernández","Arturo Fernández, Ignacio Fernández","Enrique Alcides, Paul Gibert, Paul Gilbert, Álvaro Lobo",N/A,Spanish,Spain,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,18,tt0472860,movie,N/A,N/A,N/A,N/A,
113,True,,Goodbye Gary Cooper,2009,N/A,22 Jul 2009,75 min,Drama,Nassim Amaouche,Nassim Amaouche (screenplay),"Jean-Pierre Bacri, Dominique Reymond, Yasmine Belmadi, Mhamed Arezki","When their factory is closed down, some irreducible people stay to live in the factory city where they've been spending all their lives. Some of them also keep going to work, to repair the machinery.",French,France,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYzMwZmU0MTQtNzZhZS00NDhmLTkwYmMtYmE0MDU0ZmNiZGFiXkEyXkFqcGdeQXVyMTk5NTAxMTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,191,tt1298828,movie,N/A,N/A,N/A,N/A,
114,True,,AFI Life Achievement Award: A Tribute to Kirk Douglas,1991,N/A,23 May 1991,N/A,Documentary,N/A,N/A,"Lauren Bacall, Dana Carvey, Tom Cruise, Danny DeVito",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,112,tt0268609,movie,N/A,N/A,N/A,N/A,
115,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
116,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
117,True,,Marlon Brando,2004,N/A,N/A,13 min,Short,"Arturo Fernández, Ignacio Fernández","Arturo Fernández, Ignacio Fernández","Enrique Alcides, Paul Gibert, Paul Gilbert, Álvaro Lobo",N/A,Spanish,Spain,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,18,tt0472860,movie,N/A,N/A,N/A,N/A,
118,True,,Great Romances of the 20th Century: Elizabeth Taylor and Richard Burton,1997,N/A,N/A,30 min,"Documentary, Short",Jonathan Martin,Robin Cross,"Judith Anderson, Joan Bennett, Marlon Brando, Richard Burton",This is about the relationship of Elizabeth Rosemond Taylor and Richard Burton.,English,UK,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,28,tt0330348,movie,N/A,N/A,N/A,N/A,
119,True,,Montgomery Clift,1983,N/A,N/A,122 min,"Documentary, Biography",Claudio Masenza,Claudio Masenza,"Judy Balaban, Patricia Bosworth, Brooks Clift, Montgomery Clift","The tragic life of method actor Montgomery Clift. a very talented but deeply troubled star addicted to alcohol and drugs, is recounted by friends and co-workers.",English,Italy,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,48,tt0085958,movie,N/A,N/A,N/A,N/A,
120,True,,William Holden: The Golden Boy,1989,N/A,N/A,59 min,Documentary,Gene Feldman,Gene Feldman,"Blake Edwards, Glenn Ford, Scott Holden, Sidney Lumet","It was said of him that in more than seventy films, he never once gave a bad performance.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzc0OGNlMWItODFkNC00NjIyLWJhN2QtNmIyODg3MWQ0NTM1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,25,tt5397218,movie,N/A,N/A,N/A,N/A,
121,True,,Burt Lancaster: A Portrait,2005,N/A,05 Apr 2005,13 min,"Documentary, Short",Laurent Bouzereau,Laurent Bouzereau,"Kate Buford, Joanna Lancaster",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,13,tt0497731,movie,N/A,N/A,N/A,N/A,
122,True,,Becoming Attractions: The Trailers of Humphrey Bogart,2000,N/A,15 Feb 2000,45 min,Documentary,Tony Barbon,"Charlie Coates, Dena Krupinsky, Robert Osborne","Robert Osborne, Humphrey Bogart","Robert Osbourne hosts this television special, in which many trailers for Humphrey Bogart's films are presented here to show how he established himself in Hollywood. Trailers featured are ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTNkOWQ4NGYtMDEwZi00ZGQwLTlkODUtZWM4NjU0N2QxMzJjXkEyXkFqcGdeQXVyMjkxODI3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,82,tt0423855,movie,N/A,N/A,N/A,N/A,
123,True,,Marlon Brando,2004,N/A,N/A,13 min,Short,"Arturo Fernández, Ignacio Fernández","Arturo Fernández, Ignacio Fernández","Enrique Alcides, Paul Gibert, Paul Gilbert, Álvaro Lobo",N/A,Spanish,Spain,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,18,tt0472860,movie,N/A,N/A,N/A,N/A,
124,True,,A Bing Crosby Christmas,1998,Not Rated,N/A,60 min,"Documentary, Comedy, Music",N/A,N/A,"Bing Crosby, Kathryn Grant, Gene Kelly, Fred Astaire",The Hollywood Palace (1964-1970) was a weekly variety show on ABC staged at the former Hollywood Playhouse. The show's specialty became transforming the set via pieces splitting apart or ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgyMzUwNTk3NF5BMl5BanBnXkFtZTcwNzg4OTQ1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,58,tt0259894,movie,N/A,N/A,N/A,N/A,
125,True,,The James Mason Show,1956–,N/A,N/A,N/A,N/A,N/A,N/A,"Richard Burton, James Mason, Pamela Mason",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,10,tt0048875,series,,,,,N/A
126,True,,OCP: Declassified - Dan O'Herlihy,2017,N/A,21 Mar 2017,N/A,"Documentary, Short",N/A,N/A,Dan O'Herlihy,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt6504756,movie,N/A,N/A,N/A,N/A,
127,True,,Ernest Borgnine on the Bus,1997,G,01 Apr 1997,45 min,Documentary,Jeff Krulik,"Brendan Conway (creator), Jeff Krulik (creator)","Ernest Borgnine, Frankie B. Cole, Cris Borgnine, Howard Reoch",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmVhZTQ3MjEtMDI3NC00YWIwLWIyN2UtZGMxNDZmNmE0NzFhXkEyXkFqcGdeQXVyNzA2Mzg1OTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,31,tt0413990,movie,N/A,N/A,N/A,N/A,
128,True,,James Cagney,1931,N/A,N/A,9 min,"Documentary, Short",Grace Elliott,N/A,"James Cagney, Dorothy West","Dorothy West, an interviewer for the New York-based filmed interview series ""Intimate Interviews"" calls up rising screen star James Cagney and asks for an interview. He agrees and she comes...",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,7,tt1601314,movie,N/A,N/A,N/A,N/A,
129,True,,James Dean,2001,PG,04 Aug 2001,120 min,"Biography, Drama",Mark Rydell,Israel Horovitz,"James Franco, Michael Moriarty, Valentina Cervi, Enrico Colantoni","A biopic about the actor James Dean, whose stardom of the ultimate teenage rebel as well as the premature death made him a legend. His roles are depicted having much in common with his ...",English,USA,Won 1 Golden Globe. Another 5 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMDg2OTdhYmUtYjkwYS00OTE0LWE5MDAtMWY3MDRiMTI5ZGNkXkEyXkFqcGdeQXVyNTE4MzAyNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.3,"5,010",tt0240628,movie,N/A,N/A,Miramax,N/A,
130,True,,The Dean Martin Celebrity Roast: Frank Sinatra,1978,N/A,07 Feb 1978,100 min,Comedy,Greg Garrison,"Harry Crane, Bill Box, Larry Markes, Stan Dreben, Howard Albrecht, Wol Weinstein, Martin Ragaway, Arthur Phillips, Mel Chase, Robert L. Mills","Dean Martin, Frank Sinatra, Ronald Reagan, Gene Kelly",Wonderful funny contribution from Red Buttons. Kinda leaves you feeling two things. Almost all of these acting/comedic legends have passed and this sort of unbridled humour is no more,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTU2YWYxY2EtZGI0ZC00YmJkLWI4NTYtMTZjNGFmNzA5OWM2XkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,118,tt0488826,movie,N/A,N/A,N/A,N/A,
131,True,,The Spencer Tracy Legacy: A Tribute by Katharine Hepburn,1986,Not Rated,01 Mar 1986,87 min,Documentary,David Heeley,John Miller,"Joan Bennett, Angela Lansbury, Elizabeth Taylor, Richard Widmark",Spencer Tracy and Katherine Hepburn formed one of the greatest couples of Hollywood's Golden Era -- both on screen and off.,English,USA,Won 2 Primetime Emmys. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4MTg3NTkzNl5BMl5BanBnXkFtZTgwODAyNTkwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,205,tt0091994,movie,12 Oct 2004,N/A,MGM/UA Home Entertainment,N/A,
132,True,,Yul Brynner: The Man Who Was King,1995,N/A,N/A,55 min,Documentary,Gene Feldman,"Gene Feldman, Suzette Winter","Rock Brynner, Victoria Brynner, John Frankenheimer, Doris Kleiner",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTAxZGJlMDItNzljZi00YjBmLWI2ZTItN2EzZmVjNmQxNGQyXkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6126582,movie,N/A,N/A,N/A,N/A,
133,True,,James Dean,2001,PG,04 Aug 2001,120 min,"Biography, Drama",Mark Rydell,Israel Horovitz,"James Franco, Michael Moriarty, Valentina Cervi, Enrico Colantoni","A biopic about the actor James Dean, whose stardom of the ultimate teenage rebel as well as the premature death made him a legend. His roles are depicted having much in common with his ...",English,USA,Won 1 Golden Globe. Another 5 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMDg2OTdhYmUtYjkwYS00OTE0LWE5MDAtMWY3MDRiMTI5ZGNkXkEyXkFqcGdeQXVyNTE4MzAyNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.3,"5,010",tt0240628,movie,N/A,N/A,Miramax,N/A,
134,True,,AFI Life Achievement Award: A Tribute to Kirk Douglas,1991,N/A,23 May 1991,N/A,Documentary,N/A,N/A,"Lauren Bacall, Dana Carvey, Tom Cruise, Danny DeVito",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,112,tt0268609,movie,N/A,N/A,N/A,N/A,
135,True,,Rock Hudson,1990,N/A,08 Jan 1990,100 min,"Biography, Drama",John Nicolella,Dennis Turner,"Thomas Ian Griffith, Daphne Ashbrook, William R. Moses, Andrew Robinson","Biography of actor Rock Hudson focuses on his struggle with his homosexuality. Based on the book by his ex-wife, Phyllis Gates, and on the court records from the civil suit brought by his ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTMzMjQwMTUzNl5BMl5BanBnXkFtZTcwNDM1MDY2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,150,tt0100505,movie,N/A,N/A,N/A,N/A,
136,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
137,True,,Marlon Brando,2004,N/A,N/A,13 min,Short,"Arturo Fernández, Ignacio Fernández","Arturo Fernández, Ignacio Fernández","Enrique Alcides, Paul Gibert, Paul Gilbert, Álvaro Lobo",N/A,Spanish,Spain,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,18,tt0472860,movie,N/A,N/A,N/A,N/A,
138,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
139,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
140,True,,Charles Laughton Directs 'The Night of the Hunter',2002,N/A,15 Aug 2002,159 min,Documentary,N/A,N/A,N/A,N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,47,tt2062501,movie,N/A,N/A,N/A,N/A,
141,True,,Anthony Quinn: The Final Words,2001,N/A,N/A,N/A,"Documentary, Biography",John Rowe,N/A,"Alan Bates, Paul Hollingdale, Alex A. Quinn, Anthony Quinn","In a historical interview only a few months before his death, the harger-than-life star of Zorba the Greek seaks frankly about his memorable role, his tumultuous marriages and 13 children, ...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTU1MDM0NTkyMF5BMl5BanBnXkFtZTcwNTU1MjcxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,13,tt0315779,movie,31 Jul 2001,N/A,N/A,N/A,
142,True,,Tony Curtis on 'Some Like It Hot',2001,N/A,22 May 2001,31 min,"Documentary, Short",N/A,N/A,"Tony Curtis, Leonard Maltin",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,50,tt0348228,movie,N/A,N/A,N/A,N/A,
143,True,,Paul Newman,2001,N/A,22 Sep 2001,N/A,Short,Michele Di Mauro,Stefania Bertola,"Alessandro Adriano, Simona Nasi",N/A,Italian,Italy,N/A,N/A,[],N/A,N/A,N/A,tt2224403,movie,N/A,N/A,N/A,N/A,
144,True,,The David Niven Show,1959–,N/A,07 Apr 1959,30 min,Drama,N/A,N/A,David Niven,"David Niven introduced the dramas which made up this summer anthology, but he starred in only one of them.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODkwNGJjNmMtYmQ3OS00NDlhLWJhYWMtNGNiZTJhZDZlMzk1XkEyXkFqcGdeQXVyMjIyNjE2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,26,tt0052458,series,,,,,1
145,True,,AFI Life Achievement Award: A Tribute to Sidney Poitier,1992,N/A,N/A,N/A,N/A,N/A,N/A,"Kirstie Alley, Dan Aykroyd, Harry Belafonte, Bill Cosby",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,79,tt0268612,movie,N/A,N/A,N/A,N/A,
146,True,,The Spencer Tracy Legacy: A Tribute by Katharine Hepburn,1986,Not Rated,01 Mar 1986,87 min,Documentary,David Heeley,John Miller,"Joan Bennett, Angela Lansbury, Elizabeth Taylor, Richard Widmark",Spencer Tracy and Katherine Hepburn formed one of the greatest couples of Hollywood's Golden Era -- both on screen and off.,English,USA,Won 2 Primetime Emmys. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4MTg3NTkzNl5BMl5BanBnXkFtZTgwODAyNTkwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,205,tt0091994,movie,12 Oct 2004,N/A,MGM/UA Home Entertainment,N/A,
