,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
71,True,,Captains Courageous,1937,G,25 Jun 1937,117 min,"Adventure, Drama, Family",Victor Fleming,"Rudyard Kipling (novel), John Lee Mahin (screen play), Marc Connelly (screen play), Dale Van Every (screen play)","Freddie Bartholomew, Spencer Tracy, Lionel Barrymore, Melvyn Douglas","A spoiled brat who falls overboard from a steamship gets picked up by a fishing boat, where he's made to earn his keep by joining the crew in their work.","English, Portuguese",USA,Won 1 Oscar. Another 2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BODI5NjhiNjktYzhkNi00ODFkLTg0NTgtZDQ2M2E5ZTY2ZGM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,8.0,"8,533",tt0028691,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,
72,True,,Dead End,2003,R,26 Sep 2003,85 min,"Adventure, Horror, Mystery, Thriller","Jean-Baptiste Andrea, Fabrice Canepa","Jean-Baptiste Andrea, Fabrice Canepa","Ray Wise, Lin Shaye, Mick Cain, Alexandra Holden","Christmas Eve. On his way to his in-laws with his family, Frank Harrington decides to try a shortcut, for the first time in 20 years. It turns out to be the biggest mistake of his life.",English,France,7 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNTM2YWZhMjktMDk5My00YzMxLTk5ZDAtNmM0NTkyMDZmMWE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,6.6,"25,557",tt0308152,movie,N/A,N/A,N/A,N/A,
73,True,,The Good Earth,1937,Passed,06 Aug 1937,138 min,"Drama, Romance","Sidney Franklin, Victor Fleming, Gustav Machatý, Sam Wood","Talbot Jennings (screen play), Tess Slesinger (screen play), Claudine West (screen play), Pearl S. Buck (based upon the novel by)","Paul Muni, Luise Rainer, Walter Connolly, Tilly Losch","Although married Chinese farmers Wang and O-Lan initially experience success, their lives are complicated by declining fortunes and lean times, as well as the arrival of the beautiful young Lotus.",English,USA,Won 2 Oscars. Another 2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNTM4NTczZWEtMTRhNi00YmRmLWE5ZDMtNjE2NGM0NDAwMjc2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.5,"4,390",tt0028944,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,
74,True,,In Old Chicago,1938,APPROVED,15 Apr 1938,95 min,"Action, Drama, Musical, Romance",Henry King,"Lamar Trotti (screen play), Sonya Levien (screen play), Niven Busch (based on a story by)","Tyrone Power, Alice Faye, Don Ameche, Alice Brady","The O'Leary brothers -- honest Jack and roguish Dion -- become powerful figures, and eventually rivals, in Chicago on the eve of its Great Fire.","English, German",USA,Won 2 Oscars. Another 4 nominations.,https://m.media-amazon.com/images/M/MV5BZjMyMTU4M2YtZWVmOS00MmYwLTljYWItN2UwMjFjNTBmZmYzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.9,"1,858",tt0029047,movie,N/A,N/A,Twentieth Century Fox,N/A,
75,True,,The Life of Emile Zola,1937,Passed,02 Oct 1937,116 min,"Biography, Drama",William Dieterle,"Norman Reilly Raine (screen play), Heinz Herald (screen play), Geza Herczeg (screen play), Heinz Herald (story), Geza Herczeg (story), Matthew Josephson (source material ""Zola and His Time"")","Paul Muni, Gale Sondergaard, Joseph Schildkraut, Gloria Holden",The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfuss Affair.,English,USA,Won 3 Oscars. Another 5 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",N/A,7.2,"6,914",tt0029146,movie,N/A,N/A,Warner Brothers,N/A,
76,True,,Lost Horizon,1937,Approved,01 Sep 1937,132 min,"Adventure, Drama, Fantasy, Mystery",Frank Capra,"Robert Riskin (screenplay), James Hilton (novel)","Ronald Colman, Jane Wyatt, Edward Everett Horton, John Howard",A plane crash delivers a group of people to the secluded land of Shangri-La - but is it the miraculous utopia it appears to be?,"English, Mandarin",USA,Won 2 Oscars. Another 1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNDIwODc3MDAtZWY5Ny00MTNkLTk2ZTMtYTE4NDY4NDk3MTVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.7,"11,720",tt0029162,movie,N/A,N/A,Columbia Pictures Corporation,N/A,
77,True,,One Hundred Men and a Girl,1937,APPROVED,05 Sep 1937,84 min,"Comedy, Music",Henry Koster,"Bruce Manning (original screen play), Charles Kenyon (original screen play), James Mulhauser (original screen play), Hanns Kräly (based on an idea by)","Deanna Durbin, Leopold Stokowski, Adolphe Menjou, Alice Brady","The daughter of a struggling musician forms a symphony orchestra made up of his unemployed friends and through persistence, charm and a few misunderstandings, is able to get Leopold ...",English,USA,Won 1 Oscar. Another 4 nominations.,https://m.media-amazon.com/images/M/MV5BN2JlYzViNTQtZThhYy00YTQ1LWE4YjMtODY1MTVlNzMxOGJkXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,6.9,762,tt0029347,movie,N/A,N/A,N/A,N/A,
78,True,,Stage Door,1937,Approved,08 Oct 1937,92 min,"Comedy, Drama",Gregory La Cava,"Morrie Ryskind (screen play), Anthony Veiller (screen play), Edna Ferber (from the play by), George S. Kaufman (from the play by)","Katharine Hepburn, Ginger Rogers, Adolphe Menjou, Gail Patrick","A chronicle of the ambitions, dreams, and disappointments of aspiring actresses who all live in the same boarding house.",English,USA,Nominated for 4 Oscars. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzQwNTQxOTY3OF5BMl5BanBnXkFtZTgwMTg0MDgyMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,7.7,"7,255",tt0029604,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,
79,True,,A Star Is Born,2018,R,05 Oct 2018,136 min,"Drama, Music, Romance",Bradley Cooper,"Eric Roth (screenplay by), Bradley Cooper (screenplay by), Will Fetters (screenplay by), Moss Hart (based on the 1954 screenplay by), John Gregory Dunne (based on the 1976 screenplay by), Joan Didion (based on the 1976 screenplay by), Frank Pierson (based on the 1976 screenplay by), William A. Wellman (based on a story by), Robert Carson (based on a story by)","Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,English,USA,Won 1 Oscar. Another 94 wins & 274 nominations.,https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.7,"320,864",tt1517451,movie,N/A,N/A,Jon Peters/Bill Gerber/Joint Effort Production,N/A,
80,True,,The Adventures of Robin Hood,1938,PG,14 May 1938,102 min,"Action, Adventure, Romance","Michael Curtiz, William Keighley","Norman Reilly Raine (original screenplay: based upon ancient Robin Hood legends), Seton I. Miller (original screenplay: based upon ancient Robin Hood legends)","Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",English,USA,Won 3 Oscars. Another 3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,7.9,"46,546",tt0029843,movie,N/A,N/A,"Warner Brothers, First National Pictures",N/A,
81,True,,Alexander's Ragtime Band,1938,Approved,16 Aug 1938,106 min,"Drama, Music, Musical, Romance",Henry King,"Kathryn Scola (screen play), Lamar Trotti (screen play), Richard Sherman (adaptation)","Tyrone Power, Alice Faye, Don Ameche, Ethel Merman",This send-up of ragtime song and dance begins in 1915 San Francisco when society boy Roger Grant decides to pursue popular rather than serious music.,English,USA,Won 1 Oscar. Another 6 nominations.,https://m.media-amazon.com/images/M/MV5BZWI4NzQ1N2UtNTgzYi00Zjg3LTg2NWItNTVlZDlkMGRiMWQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.9,"1,811",tt0029852,movie,N/A,N/A,Twentieth Century Fox,N/A,
82,True,,Boys Town,1938,Passed,09 Sep 1938,96 min,"Biography, Drama",Norman Taurog,"John Meehan (screenplay), Dore Schary (screenplay), Dore Schary (original story), Eleanore Griffin (original story)","Spencer Tracy, Mickey Rooney, Henry Hull, Leslie Fenton","When a death row prisoner tells him he wouldn't have led a life of crime if only he had had one friend as a child, Father Edward Flanagan decides to start a home for young boys.","English, Hebrew",USA,Won 2 Oscars. Another 1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMWUwMWRmYTYtY2Q2MS00ZTRlLTljNjQtNzlkMmRjNjllNjNlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.3,"5,055",tt0029942,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,
83,True,,The Citadel,1938,Passed,29 Oct 1938,110 min,Drama,King Vidor,"Ian Dalrymple (screen play), Frank Wead (screen play), Elizabeth Hill (screen play), Emlyn Williams (additional dialogue), A.J. Cronin (novel)","Robert Donat, Rosalind Russell, Ralph Richardson, Rex Harrison","Andrew Manson (Robert Donat), a young, enthusiastic doctor takes his first job in a Welsh mining town, and begins to wonder at the persistent cough many of the miners have. When his ...",English,UK,Nominated for 4 Oscars. Another 5 wins.,https://m.media-amazon.com/images/M/MV5BMzM1MWY1ZDktNGIwYy00NmY1LTg2NDAtNjJhMDExNWJlODM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.1,"1,784",tt0029995,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,
84,True,,Four Daughters,1938,Approved,09 Aug 1938,90 min,"Drama, Music, Romance",Michael Curtiz,"Julius J. Epstein (screen play), Lenore J. Coffee (screen play), Fannie Hurst (from the Cosmopolitan Magazine story by)","Claude Rains, Jeffrey Lynn, John Garfield, Frank McHugh","Adam Lemp, the Dean of the Briarwood Music Foundation, has passed on his love of music to his four early adult daughters - Thea, Emma, Kay and Ann - who live with him and his sister, the ...","English, French",USA,Nominated for 5 Oscars. Another 1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMWIyOTE5MWMtZDc5Ny00NmZiLWIwOTItNTdhODA4MDUwMzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.9,"1,603",tt0030149,movie,N/A,N/A,Warner Brothers/Seven Arts,N/A,
85,True,,Grand Illusion,1985,N/A,01 Nov 1985,95 min,"Drama, Romance",Tuija-Maija Niskanen,"Anja Snellman (screenplay), Mika Waltari (novel)","Pekka Valkeejärvi, Stina Ekblad, Markku Toikka, Rea Mauranen",N/A,"Finnish, French, German, Swedish, English",Finland,1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,24,tt0090107,movie,N/A,N/A,N/A,N/A,
86,True,,Jezebel,1938,Approved,26 Mar 1938,104 min,"Drama, Romance",William Wyler,"Clements Ripley (screen play), Abem Finkel (screen play), John Huston (screen play), Owen Davis (from the play by)","Bette Davis, Henry Fonda, George Brent, Margaret Lindsay","In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.","English, French",USA,Won 2 Oscars. Another 3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMzE3MzlmODUtZDQwZS00YTlkLThkN2MtYWVkYmQ0MzYwNzVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.5,"11,719",tt0030287,movie,N/A,N/A,Warner Bros.,N/A,
87,True,,Pygmalion,1938,Not Rated,03 Mar 1939,89 min,"Comedy, Drama, Romance","Anthony Asquith, Leslie Howard","George Bernard Shaw (screen play and dialogue), W.P. Lipscomb (scenario), Cecil Lewis (scenario)","Leslie Howard, Wendy Hiller, Wilfrid Lawson, Marie Lohr",A phonetics and diction expert makes a bet that he can teach a cockney flower girl to speak proper English and pass as a lady in high society.,English,UK,Won 1 Oscar. Another 2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNTgzN2NkMTAtYTc0Yy00ODc1LWI5ZTktNDIzNGFjY2M3NDhlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,7.7,"7,707",tt0030637,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,
88,True,,Test Pilot,1938,Passed,22 Apr 1938,119 min,"Drama, Romance",Victor Fleming,"Vincent Lawrence (screen play), Waldemar Young (screen play), Frank Wead (original story)","Clark Gable, Myrna Loy, Spencer Tracy, Lionel Barrymore",Jim is a test pilot. His wife Ann and best friend Gunner try their best to keep him sober. But the life of a test pilot is anything but safe.,English,USA,Nominated for 3 Oscars. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BZjVjZmQyNzAtNTBiOC00MjNkLTk1NjktNGI1YmFmYjA0ODNmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,6.9,"2,038",tt0030848,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,
89,True,,You Can't Take It with You,1938,Passed,29 Sep 1938,126 min,"Comedy, Drama, Romance",Frank Capra,"Robert Riskin (screen play), George S. Kaufman (based upon the play by), Moss Hart (based upon the play by)","Jean Arthur, Lionel Barrymore, James Stewart, Edward Arnold",A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.,"English, Russian",USA,Won 2 Oscars. Another 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.9,"22,867",tt0030993,movie,N/A,N/A,Columbia Pictures,N/A,
90,True,,Dark Victory,1939,Approved,22 Apr 1939,104 min,"Drama, Romance",Edmund Goulding,"Casey Robinson (screen play), George Emerson Brewer Jr. (from the play by), Bertram Bloch (from the play by)","Bette Davis, George Brent, Humphrey Bogart, Geraldine Fitzgerald","A young socialite is diagnosed with an inoperable brain tumor, and must decide whether or not she'll meet her final days with dignity.",English,USA,Nominated for 3 Oscars. Another 3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYmRlOWMxNGEtMDJmZS00YTkyLTg2MzItNjA4ODM2MmQzZDljXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,7.5,"9,747",tt0031210,movie,N/A,N/A,"Warner Brothers, First National Pictures",N/A,
91,True,,Gone with the Wind,1939,Passed,17 Jan 1940,238 min,"Drama, History, Romance, War","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell (story of the old south ""Gone with the Wind""), Sidney Howard (screenplay)","Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes",A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,English,USA,Won 8 Oscars. Another 12 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,8.1,"285,322",tt0031381,movie,N/A,N/A,Selznick International Pictures,N/A,
92,True,,"Goodbye, Mr. Chips",1939,Unrated,28 Jul 1939,114 min,"Drama, Romance","Sam Wood, Sidney Franklin","R.C. Sherriff (screen play), Claudine West (screen play), Eric Maschwitz (screen play), James Hilton (book)","Robert Donat, Greer Garson, Terry Kilburn, John Mills",An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.,"English, Latin, German",UK,Won 1 Oscar. Another 2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BY2JiNjljZjAtYWJmNS00ZWQxLTlhZDMtZGVhMTc1NGFjMDdjXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",N/A,7.9,"9,563",tt0031385,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,
93,True,,Love Affair,1994,PG-13,21 Oct 1994,108 min,"Comedy, Drama, Romance",Glenn Gordon Caron,"Mildred Cram, Leo McCarey, Delmer Daves, Donald Ogden Stewart, Robert Towne (screenplay), Warren Beatty (screenplay)","Warren Beatty, Annette Bening, Katharine Hepburn, Garry Shandling","Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. Both engaged to others, they become romantic on board the ship sent to take ...",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMWE5NDdkYzQtNThlZi00YmJlLWIwZjYtMjZlOTYyNWMzMTAyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.0,"4,356",tt0110391,movie,N/A,N/A,Mulholland Productions,N/A,
94,True,,Mr. Smith Goes to Washington,1939,Passed,19 Oct 1939,129 min,"Comedy, Drama",Frank Capra,"Sidney Buchman (screen play), Lewis R. Foster (story)","Jean Arthur, James Stewart, Claude Rains, Edward Arnold","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",English,USA,Won 1 Oscar. Another 5 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,8.1,"105,075",tt0031679,movie,N/A,N/A,N/A,N/A,
95,True,,Ninotchka,1939,Not Rated,23 Nov 1939,110 min,"Comedy, Romance",Ernst Lubitsch,"Charles Brackett (screen play), Billy Wilder (screen play), Walter Reisch (screen play), Melchior Lengyel (based on the original story by)","Greta Garbo, Melvyn Douglas, Ina Claire, Bela Lugosi",A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,"English, Russian",USA,Nominated for 4 Oscars. Another 5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNTg0OTEyNjg2NV5BMl5BanBnXkFtZTgwODkyODE0MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.9,"18,470",tt0031725,movie,N/A,N/A,"Metro Goldwyn Mayer, Loew&#39;s Inc.",N/A,
96,True,,Of Mice and Men,1992,PG-13,02 Oct 1992,115 min,"Drama, Western",Gary Sinise,"John Steinbeck (novel), Horton Foote (screenplay)","John Malkovich, Gary Sinise, Ray Walston, Casey Siemaszko","Two drifters, one a gentle but slow giant, try to make money working the fields during the Depression so they can fulfill their dreams.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg0ODE2MTg2OF5BMl5BanBnXkFtZTcwNTI5MDQ2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.5,"39,801",tt0105046,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,
97,True,,Stagecoach,1939,Passed,03 Mar 1939,96 min,"Adventure, Drama, Western",John Ford,"Ernest Haycox (original story), Dudley Nichols (screen play)","Claire Trevor, John Wayne, Andy Devine, John Carradine",A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,"English, Spanish, French",USA,Won 2 Oscars. Another 6 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BOGQ4NDUyNWQtZTEyOC00OTMzLWFhYjAtNDNmYmQ2MWQyMTRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,7.8,"42,614",tt0031971,movie,N/A,N/A,"Walter Wanger Productions, Inc.",N/A,
98,True,,The Wizard of Oz,1939,PG,25 Aug 1939,102 min,"Adventure, Family, Fantasy, Musical","Victor Fleming, George Cukor, Mervyn LeRoy, Norman Taurog, Richard Thorpe, King Vidor","Noel Langley (screenplay), Florence Ryerson (screenplay), Edgar Allan Woolf (screenplay), Noel Langley (adaptation), L. Frank Baum (from the book by)","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,English,USA,Won 2 Oscars. Another 9 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",100,8.0,"366,764",tt0032138,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,
99,True,,Wuthering Heights,1939,Not Rated,07 Apr 1939,104 min,"Drama, Romance",William Wyler,"Charles MacArthur (screen play), Ben Hecht (screen play), Emily Brontë (from the novel by)","Merle Oberon, Laurence Olivier, David Niven, Flora Robson",A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.,English,USA,Won 1 Oscar. Another 6 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMDAxZDkzNTktYzQyMi00YmRlLWFmYWQtY2Q4ZTQyMGFlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,7.6,"16,104",tt0032145,movie,N/A,N/A,"Samuel Goldwyn Production, United Artists",N/A,
100,True,,"All This, and Heaven Too",1940,Approved,13 Jul 1940,141 min,"Drama, Romance",Anatole Litvak,"Rachel Field (by), Casey Robinson (screen play)","Bette Davis, Charles Boyer, Jeffrey Lynn, Barbara O'Neil",A duchess' irrational behavior toward the governess of her children triggers tragic events that will change her family's lives forever.,"English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE4NzY5ODI2OV5BMl5BanBnXkFtZTgwOTU0MDgyMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,7.5,"4,051",tt0032194,movie,N/A,N/A,Warner Brothers/Seven Arts,N/A,
101,True,,Foreign Correspondent,1940,Passed,16 Aug 1940,120 min,"Action, Romance, Thriller, War",Alfred Hitchcock,"Charles Bennett (screenplay), Joan Harrison (screenplay), James Hilton (dialogue), Robert Benchley (dialogue)","Joel McCrea, Laraine Day, Herbert Marshall, George Sanders","On the eve of World War II, a young American reporter tries to expose enemy agents in London.","English, Dutch, German, Latvian",USA,Nominated for 6 Oscars. Another 1 win.,https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.5,"18,027",tt0032484,movie,N/A,N/A,"Walter Wanger Productions, Inc.",N/A,
102,True,,The Grapes of Wrath,1940,Passed,15 Mar 1940,129 min,"Drama, History",John Ford,"Nunnally Johnson (screen play), John Steinbeck (based on the novel by)","Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin","A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",English,USA,Won 2 Oscars. Another 8 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.0,"84,751",tt0032551,movie,N/A,N/A,20th Century Fox,N/A,
